Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90
CTR1_1 - illumina_small_rna_3'_adapter	0.7705862793436263	0.8510757985777126	0.9317696567774487	0.9682982518721356	1.0181409329051403	1.0943713870316636	1.325935514869486	1.8576936164787596	2.8054457856871293	4.750133711806493	6.941945577000952	8.801538343866339	10.39994985281384	12.13212124801105	14.148351851986149	24.41202564462032	36.23091929816857	37.93111565188798	39.86997390751675	45.39646146613849	55.32080836975609	61.59792510207633	63.715123194960725	64.51308488573184	65.20756892363329	66.23670810086605	67.59799025014655	68.34803846011918	68.77597433726964	69.11137270950545	69.54978997359981	69.8309623936571	70.08245958726174	70.36796319206152	71.25485840932373	76.2412520385316	79.60574319103502	81.09280799361213	84.44920772374044	88.02334664835416	90.18120018211009	90.96662707966483	92.83748252951926	95.21381849066506	96.52228903394106	96.6933828512089	96.79534799506814	96.9240234470549	97.06895386342681	97.19997520687217
CTR2_1 - illumina_small_rna_3'_adapter	0.40128613711245115	0.4448677826673307	0.48595130022298105	0.5060288474760453	0.5333997799222613	0.5792913165006938	0.7459448491184926	1.120220575450006	1.8191061806494304	3.581117534210475	6.732255554346727	10.687454196998608	14.777979272875658	19.04667702714473	24.20141739252227	32.91911042395753	41.46308784572991	44.8814649430966	48.42741247219915	53.26906529494022	60.33102588832698	66.79601524655695	69.70900477834778	71.89852623209875	73.79863014529023	75.71803632463158	77.76420415480482	79.28093475291664	80.63856363063822	81.6013223807064	82.60663863956353	83.40698556988107	83.9986829792617	84.63107147996058	85.45778594393028	87.76268709239915	89.33275256377166	90.12327767155327	91.61336635669248	93.14291142620776	94.17614578092343	94.65549283471165	95.52662005834071	96.53864744394924	97.11049063808187	97.24806474841489	97.35103835025285	97.45563429958457	97.56660797288876	97.66246685513761
CTR3_1 - illumina_small_rna_3'_adapter	0.9533281674006292	1.0365842886108738	1.1274947595767613	1.1664897540011776	1.2179004653520697	1.289177830547086	1.5080387435158862	2.1232947741697488	3.561058149062962	6.964298071077493	10.473580119062055	13.077878450809333	15.202668686028781	17.43492305363202	19.788196759128724	31.710319250045494	44.848965402753464	46.6323045879728	48.01737838746884	51.05532463803721	57.44282112210281	63.49360343846048	65.48138759348186	66.39411983208497	67.32469966376988	68.43624723353832	69.79379814598238	70.544762558266	71.02599778046459	71.43541508668571	71.99618849544451	72.30505017196484	72.6412200219859	72.96157829075733	73.90799230511836	78.41093476599255	81.31290518471826	82.63882728430639	85.89648200133522	89.25037924251848	91.23143193936399	91.98009477305474	93.65125931192895	95.58303148186592	96.56652690321243	96.7229118231339	96.82789356551326	96.96153768352782	97.11944066592542	97.25793844026877
CTR4_1 - illumina_small_rna_3'_adapter	0.7614561380917985	0.8368611555222746	0.9107071904767021	0.944469203608308	0.9871579057643234	1.0534003145318878	1.2772561704382936	1.7735163181310012	2.6855529476516957	4.806620338638411	8.025629034285595	11.55183538624333	14.87248081263986	18.08407876234517	22.052546763655993	32.520245332194456	43.51978009229113	45.91746007131851	48.06810349590502	51.921112744943166	59.6202226233352	65.95715004358297	68.12608202230824	69.49128361420469	70.67538340846683	72.07875775430392	73.80393126921291	74.98671597089555	75.9582442006091	76.58770967716534	77.32433527330477	77.86799295161387	78.26222741996403	78.67930145980378	79.53952344169261	82.98463082386357	85.2002190992059	86.25008061916026	88.56952295104352	90.92873846468537	92.45887498277229	93.03858851448194	94.28588607893367	95.79075847302991	96.59751277576575	96.72996571226865	96.82246055702603	96.93301919464496	97.05747955636778	97.1616476410762
CTR5_1 - illumina_small_rna_3'_adapter	0.6033572332106828	0.6684072104410683	0.7373985220681746	0.767080982437845	0.8067033118245975	0.8676682771823253	1.0792529528823431	1.671328238834807	2.9372378253421334	5.857387827239329	9.3466916595813	12.352697116843682	14.985472574484199	17.604069677567498	20.481317258610247	31.126263896469144	42.93649200862613	45.04490508894517	47.19633324632139	51.79733828332715	60.62736737213831	67.53832906883346	69.78251736391277	70.86915174712138	71.82042072291583	72.9177639761775	74.18265802416173	74.97059836378784	75.56785093696979	76.02035988203556	76.5835625261191	76.93687197024204	77.23791873249297	77.55030948454856	78.31510305626156	82.090782221323	84.52475213512892	85.63453002085348	88.13931986870753	90.82217672290355	92.42951297319442	93.09274126370741	94.50086706091331	96.12817937845516	97.02682158059199	97.1689169715949	97.25601001249146	97.35366987866372	97.4697204617559	97.58861847118936
CTR6_1 - illumina_small_rna_3'_adapter	0.6432562090241146	0.7176033317376664	0.7962630011004748	0.8305529161104448	0.8778358548008374	0.9449055550437688	1.1381467827682008	1.6608473748018415	2.9005088472743727	5.997092723260595	9.451093671799324	12.130735885501887	14.285661539302236	16.246873357526177	18.447983505985967	29.70145398913334	41.899676798997476	43.52271554564146	44.6219091031103	46.349870485141196	52.652426647476815	62.06242189739868	66.01555581360273	67.19065093054824	68.37963074926991	69.36469135661162	70.59784524049739	71.36610068799519	71.81807809955521	72.17466072386907	72.58942949770831	72.87716460396109	73.15550478303146	73.42612446976999	74.34859592084041	78.59845003085798	81.32728776815188	82.62724181811502	85.69749257534912	88.94076395951598	90.83471961893038	91.61091709369063	93.32309965028864	95.32452559679203	96.3908359860603	96.5605188200385	96.659351090958	96.77274743744084	96.9113636896495	97.0571742887298
GEMTX1_1 - illumina_small_rna_3'_adapter	0.47717318192790054	0.5223066007334828	0.5656632538927128	0.5862567712962885	0.6153546569317766	0.6714790230271059	0.9004362584654736	1.549223573501603	2.9277080040122763	6.124564753799879	10.170182006426446	13.86042380860609	17.22636570220881	20.506056337845827	24.068304049958723	34.97159831185836	46.9807171374359	49.4678252071528	52.51047834147231	57.75359099738739	63.71145450901827	67.46776029717165	69.43600369156545	70.60795250839354	71.68497829020056	73.10531046234165	74.85906967211486	75.95308856556218	76.80025533640179	77.4298397433279	78.13051709728457	78.60744921050667	79.0033420604669	79.40733303324743	80.12565974143239	83.18002702915899	85.29793391172859	86.3783726014166	88.51483284586115	90.84731766199248	92.34232979422151	93.01379096030746	94.31114907496803	95.76578219897783	96.55701656583969	96.7201843657748	96.81690425550104	96.90954829840538	97.02426798483035	97.15061700419187
GEMTX2_1 - illumina_small_rna_3'_adapter	0.6811581353206854	0.7383375398647083	0.79097589017326	0.8152271458672509	0.8469308397439937	0.9067837844635075	1.1275776814275595	1.7489753668288717	3.1037202774015955	6.239934858995421	9.419954537484376	11.68988704579052	13.531762428074831	15.419242151342722	17.41424707977399	27.56983918986183	38.45244923808289	39.973614316679914	42.92113510147274	51.97348447159857	63.237098219655685	68.88394761112139	70.92853195468513	71.66218529359986	72.33404990376357	73.22825439540796	74.39105277537475	75.04558782405499	75.40575817128794	75.72573071883127	76.18637464384547	76.42951043955776	76.68877556660883	76.95922375544833	77.62780480020704	81.2961904166666	83.72741403610354	84.84530178608782	87.22267361152862	89.95201678084709	91.70198316339176	92.45170637270235	93.92158088236428	95.62198106331934	96.4988251618802	96.66430716836022	96.75861442613208	96.8574517268537	96.98585653202022	97.14068181616976
GEMTX3_1 - illumina_small_rna_3'_adapter	0.432789768253599	0.4775432051929251	0.5184643449197399	0.5364891326565513	0.5613178718003211	0.6028682552431732	0.7528474800514519	1.2001829272377074	2.262240769349904	4.892030912510968	8.195050937278813	11.224743730347551	13.987202806670552	16.658815328945273	19.616341987058284	29.00750809542339	38.90235944065511	40.987522909038354	42.944742861585254	46.904415240769964	54.40362208921499	60.952530868971365	63.577274883493494	64.85779396490322	66.05660270505784	67.38123177096179	69.01338036016692	70.0709259158896	70.85311036183747	71.49114319171494	72.25538404266354	72.73787188557344	73.16079876603277	73.58550579726295	74.47734103527642	78.24120291912249	80.80293527984801	82.1509377050751	84.82544271862514	87.79411916942266	89.67815604797597	90.55882728457587	92.41585336916368	94.50530787372662	95.60976862302599	95.83439036128536	95.96583328411023	96.09288367983349	96.25032248740447	96.44297458525227
