Sample	ref_miRNA	iso_3p	iso_5p	iso_add3p	iso_snv_seed	iso_snv_central_offset	iso_snv_central	iso_snv_central_supp
CTR1_1_seqcluster	3.8	19.721751412429377	19.922420102464017	4.214695752009185	6.118466898954704	1.6885245901639345	3.154471544715447	5.379032258064516
CTR2_1_seqcluster	19.0	14.568302387267904	15.616902237926974	8.498344370860927	8.561139028475711	4.7	13.828125	8.660516605166052
CTR3_1_seqcluster	4.5	16.42108183079057	17.13126843657817	4.98578811369509	7.768768768768769	1.5072463768115942	1.7782426778242677	15.033980582524272
CTR4_1_seqcluster	19.25	16.75584916047344	17.683668464933792	5.8095854922279795	8.517450682852807	2.4923076923076923	7.784386617100372	10.426829268292684
CTR5_1_seqcluster	6.333333333333333	19.72704646017699	20.240368306275744	4.89618138424821	8.723577235772357	2.2222222222222223	6.206225680933852	7.270992366412214
CTR6_1_seqcluster	7.0	15.79453943739658	16.59358687546607	4.257333333333333	10.405616224648986	1.55	2.1302681992337167	8.32857142857143
GEMTX1_1_seqcluster	7.6	15.588364091335627	15.881292059219382	4.458333333333333	5.522045855379189	2.685185185185185	5.14336917562724	7.032258064516129
GEMTX2_1_seqcluster	23.0	17.338200339558576	17.140931731614415	3.830578512396694	6.058704453441296	1.6181818181818182	1.8097560975609757	8.596590909090908
GEMTX3_1_seqcluster	15.5	15.00433188937021	15.285918309054555	4.191374663072776	8.852313167259787	2.6785714285714284	5.54468085106383	8.046610169491526
GEMTX5_1_seqcluster	19.857142857142858	14.250906453952139	15.038557213930348	5.440579710144927	7.718631178707224	2.8518518518518516	10.809338521400779	7.578512396694215
GEMTX6_1_seqcluster	16.5	11.941473988439306	13.332247557003257	8.403883495145632	7.210629921259843	3.966666666666667	11.276666666666667	7.316363636363636
SIM1_1_seqcluster	3.2222222222222223	11.67	12.935385553185004	7.044684129429892	5.7134935304990755	2.5636363636363635	9.478048780487805	9.259803921568627
SIM2_1_seqcluster	5.714285714285714	14.982689335394127	15.810618500273673	6.7550744248985115	8.074918566775244	2.6507936507936507	6.992982456140351	12.778169014084508
SIM3_1_seqcluster	10.0	17.10190114068441	18.17400979083222	4.848549946294307	5.6923076923076925	2.3728813559322033	3.065693430656934	9.955284552845528
SIM4_1_seqcluster	5.25	17.71793255594075	17.884169884169886	4.786279683377309	6.776951672862453	2.135593220338983	3.083720930232558	11.639130434782608
SIM5_1_seqcluster	18.8	18.094685729700565	18.7834784655213	4.807424593967517	4.974504249291785	2.3076923076923075	8.507194244604317	6.228782287822878
SIM6_1_seqcluster	7.4	15.053860523038605	15.63358169238957	4.094808126410835	4.743197278911564	2.0408163265306123	4.980237154150197	6.824884792626728
VPA1_1_seqcluster	12.666666666666666	14.819661666134696	15.640969162995594	5.444897959183673	5.274223034734918	2.581818181818182	10.061538461538461	7.276859504132231
VPA2_1_seqcluster	5.2	12.000690131124914	12.534556574923547	5.474714518760195	6.119092627599244	2.6875	4.313084112149533	8.683720930232559
VPA3_1_seqcluster	16.0	16.99762711864407	17.325336454066704	4.8538681948424065	7.088235294117647	1.9230769230769231	3.8232558139534882	8.054054054054054
VPA4_1_seqcluster	3.8333333333333335	13.881679389312977	14.349496797804209	4.350162866449511	7.001824817518248	3.116279069767442	4.391089108910891	10.419512195121952
VPA5_1_seqcluster	18.75	11.99929627023223	13.041108404384897	5.014556040756914	5.300556586270872	2.54	9.98165137614679	7.053398058252427
VPA6_1_seqcluster	15.333333333333334	16.611627906976743	16.913321698662013	4.453637660485021	9.836501901140684	2.0727272727272728	4.5875	6.425339366515837
VPASM1_1_seqcluster	3.5	17.34208918753818	17.4951113525258	4.112654320987654	5.405138339920948	1.8524590163934427	1.8782608695652174	5.969849246231155
VPASM2_1_seqcluster	18.666666666666668	12.590946959178007	13.61916708479679	6.087743732590529	5.204137931034483	3.8	8.16566265060241	8.333333333333334
VPASM3_1_seqcluster	4.25	16.160905840286055	16.661897191308956	4.510324483775811	4.646433990895296	2.2244897959183674	3.9414225941422596	6.622568093385214
VPASM5_1_seqcluster	13.833333333333334	13.278924814959096	14.393950052761168	7.854122621564482	5.779497098646035	4.785714285714286	10.681159420289855	8.680933852140077
VPASM6_1_seqcluster	3.0	14.785766158315178	15.300651566863172	3.9456521739130435	5.868068833652008	1.5897435897435896	3.3719806763285023	10.994444444444444
VSGTX1_1_seqcluster	5.333333333333333	15.087943716021746	15.298418972332016	6.193939393939394	9.909584086799276	1.5555555555555556	1.8189655172413792	16.671361502347416
VSGTX2_1_seqcluster	2.3333333333333335	12.975549108992954	13.09474436896675	3.91500904159132	6.8951406649616365	1.375	1.6686046511627908	10.325714285714286
VSGTX3_1_seqcluster	2.6666666666666665	16.593610443146684	16.92668791654593	3.8551810237203497	6.0813492063492065	2.1904761904761907	4.0311111111111115	6.994974874371859
VSGTX4_1_seqcluster	5.5	16.264687100893997	16.256214689265537	6.708766716196137	8.147747747747747	2.0232558139534884	2.081081081081081	17.55223880597015
VSGTX5_1_seqcluster	8.0	14.876419072332144	15.190924657534246	4.555232558139535	7.791452991452991	1.8	1.8448979591836734	10.71945701357466
VSGTX6_1_seqcluster	13.0	19.514682155534043	19.14445658110322	3.7262638717632552	9.8060263653484	1.467741935483871	1.8099547511312217	7.792270531400966
